"ObsID";"StudyID";"TumourType";"TumourSite";"ObsResult";"pValue";"Operator";"TD50_Gold";"TD50_Lhasa"
45639;6888;"Multiple tumour types";"Mammary tissue";"Not specified";1.0;"=";0.0;0.0
45674;6181;"Multiple tumour types";"Lung";"Negative";1.0;"=";0.0;0.0
45675;6182;"Tumour- malignant";"Multiple tumour sites";"Negative";1.0;"=";0.0;0.0
45676;5534;"Hepatoma";"Liver";"Negative";1.0;"=";0.0;0.0
45677;5534;"Adenoma";"Lung";"Negative";1.0;"=";0.0;0.0
45678;5534;"Multiple tumour types";"Multiple tumour sites";"Negative";1.0;"=";0.0;0.0
45679;5535;"Adenoma";"Lung";"Negative";1.0;"=";0.0;0.0
45680;5535;"Hepatoma";"Liver";"Negative";1.0;"=";0.0;0.0
45681;5535;"Multiple tumour types";"Multiple tumour sites";"Negative";1.0;"=";0.0;0.0
45682;5537;"Hepatoma";"Liver";"Negative";1.0;"=";0.0;0.0
45683;1864;"Multiple tumour types";"Lung";"Negative";1.0;"=";0.0;0.0
45684;1864;"Tumour- malignant";"Multiple tumour sites";"Negative";1.0;"=";0.0;0.0
45685;1865;"Multiple tumour types";"Lung";"Negative";1.0;"=";0.0;0.0
45688;5229;"Multiple tumour types";"Lung";"Not specified";1.0;"=";0.0;0.0
45689;5229;"Multiple tumour types";"Multiple tumour sites";"Negative";1.0;"=";0.0;0.0
45690;5230;"Multiple tumour types";"Liver";"Negative";1.0;"=";0.0;0.0
45691;5230;"Multiple tumour types";"Lung";"Not specified";1.0;"=";0.0;0.0
45692;5230;"Multiple tumour types";"Multiple tumour sites";"Negative";1.0;"=";0.0;0.0
45693;5235;"Multiple tumour types";"Lung";"Negative";1.0;"=";0.0;0.0
45694;5232;"Haemangioma";"Liver";"Negative";1.0;"=";0.0;0.0
45695;5232;"Multiple tumour types";"Lung";"Negative";1.0;"=";0.0;0.0
45696;5232;"Multiple tumour types";"Multiple tumour sites";"Negative";1.0;"=";0.0;0.0
45697;5233;"Tumour- malignant";"Multiple tumour sites";"Negative";1.0;"=";0.0;0.0
45698;5234;"Haemangioendothelioma";"Liver";"Not specified";1.0;"=";0.0;0.0
45699;5234;"Tumour- malignant";"Multiple tumour sites";"Negative";1.0;"=";0.0;0.0
45705;3057;"Hepatoma";"Liver";"Negative";1.0;"=";0.0;0.0
45706;3059;"Hepatoma";"Liver";"Negative";1.0;"=";0.0;0.0
45707;3060;"Multiple tumour types";"Lung";"Negative";1.0;"=";0.0;0.0
45747;7048;"Hepatoma";"Liver";"Negative";1.0;"=";0.0;0.0
45748;7048;"Adenoma";"Lung";"Negative";1.0;"=";0.0;0.0
45749;7049;"Hepatoma";"Liver";"Negative";1.0;"=";0.0;0.0
45750;7049;"Adenoma";"Lung";"Negative";1.0;"=";0.0;0.0
45751;7049;"Multiple tumour types";"Multiple tumour sites";"Negative";1.0;"=";0.0;0.0
45791;4712;"Tumour- malignant";"Multiple tumour sites";"Negative";1.0;"=";0.0;0.0
45792;4713;"Haemangioendothelioma";"Liver";"Not specified";1.0;"=";0.0;0.0
45793;4866;"Angiosarcoma";"Liver";"Negative";1.0;"=";0.0;0.0
45794;4866;"Angioma";"Liver";"Negative";1.0;"=";0.0;0.0
45795;4867;"Angiosarcoma";"Liver";"Negative";1.0;"=";0.0;0.0
45796;4867;"Angioma";"Liver";"Negative";1.0;"=";0.0;0.0
45834;4572;"Multiple tumour types";"Liver";"Not specified";1.0;"=";0.0;0.0
45835;4572;"Multiple tumour types";"Lung";"Not specified";1.0;"=";0.0;0.0
45836;4573;"Multiple tumour types";"Liver";"Not specified";1.0;"=";0.0;0.0
45837;4574;"Multiple tumour types";"Liver";"Not specified";1.0;"=";0.0;0.0
45838;4575;"Multiple tumour types";"Liver";"Not specified";1.0;"=";0.0;0.0
45922;5902;"Multiple tumour types";"Mammary tissue";"Not specified";1.0;"=";0.0;0.0
45923;5906;"Tumour- hepatocellular";"Liver";"Negative";1.0;"=";0.0;0.0
45924;5904;"Multiple tumour types";"Mammary tissue";"Not specified";1.0;"=";0.0;0.0
45925;5907;"Tumour- hepatocellular";"Liver";"Negative";1.0;"=";0.0;0.0
45927;6843;"Multiple tumour types";"Lung";"Negative";1.0;"=";0.0;0.0
45928;6843;"Multiple tumour types";"Multiple tumour sites";"Negative";1.0;"=";0.0;0.0
45929;6844;"Multiple tumour types";"Multiple tumour sites";"Negative";1.0;"=";0.0;0.0
46028;7311;"Haemangioendothelioma";"Liver";"Not specified";1.0;"=";0.0;0.0
46029;6541;"Hepatoma- malignant";"Liver";"Negative";1.0;"=";0.0;0.0
46030;6542;"Thymoma";"Thymus gland";"Negative";1.0;"=";0.0;0.0
46037;5269;"Multiple tumour types";"Liver";"Negative";1.0;"=";0.0;0.0
46075;5478;"Adenoma- cortical";"Adrenal gland";"Negative";1.0;"=";0.0;0.0
46076;5478;"Adenoma";"Pituitary gland";"Negative";1.0;"=";0.0;0.0
46147;4766;"Adenoma";"Lung";"Not specified";1.0;"=";0.0;0.0
46148;4766;"Hepatoma";"Liver";"Not specified";1.0;"=";0.0;0.0
46149;4768;"Multiple tumour types";"Lung";"Not specified";1.0;"=";0.0;0.0
46150;4769;"Multiple tumour types";"Lung";"Not specified";1.0;"=";0.0;0.0
46183;1305;"Multiple tumour types";"Multiple tumour sites";"Not specified";1.0;"=";0.0;0.0
46195;5027;"Multiple tumour types";"Liver";"Negative";1.0;"=";0.0;0.0
46196;5028;"Multiple tumour types";"Liver";"Negative";1.0;"=";0.0;0.0
46234;2752;"Hepatoma";"Liver";"Negative";1.0;"=";0.0;0.0
46235;2753;"Hepatoma";"Liver";"Negative";1.0;"=";0.0;0.0
46341;3759;"Tumour- malignant";"Multiple tumour sites";"Negative";1.0;"=";0.0;0.0
46342;3760;"Haemangioendothelioma";"Liver";"Not specified";1.0;"=";0.0;0.0
46343;4904;"Multiple tumour types";"Multiple tumour sites";"Negative";1.0;"=";0.0;0.0
46390;5169;"Multiple tumour types";"Multiple tumour sites";"Negative";1.0;"=";0.0;0.0
46391;5174;"Multiple tumour types";"Multiple tumour sites";"Negative";1.0;"=";0.0;0.0
46392;5175;"Multiple tumour types";"Multiple tumour sites";"Negative";1.0;"=";0.0;0.0
46414;4780;"Multiple tumour types";"Liver";"Not specified";1.0;"=";0.0;0.0
46445;4621;"Multiple tumour types";"Liver";"Not specified";1.0;"=";0.0;0.0
46453;6840;"Multiple tumour types";"Lung";"Not specified";1.0;"=";0.0;0.0
46454;6840;"Multiple tumour types";"Liver";"Not specified";1.0;"=";0.0;0.0
46455;6840;"Adenoma";"Pancreatic duct";"Negative";1.0;"=";0.0;0.0
46463;4859;"Multiple tumour types";"Multiple tumour sites";"Negative";1.0;"=";0.0;0.0
46464;4860;"Multiple tumour types";"Multiple tumour sites";"Negative";1.0;"=";0.0;0.0
46465;4861;"Multiple tumour types";"Multiple tumour sites";"Negative";1.0;"=";0.0;0.0
46466;5472;"Papilloma";"Forestomach";"Negative";1.0;"=";0.0;0.0
46467;5476;"Papilloma";"Forestomach";"Negative";1.0;"=";0.0;0.0
46468;5473;"Adenoma- cortical";"Adrenal gland";"Negative";1.0;"=";0.0;0.0
46469;5475;"Papilloma";"Forestomach";"Negative";1.0;"=";0.0;0.0
46470;5475;"Adenoma- cortical";"Adrenal gland";"Negative";1.0;"=";0.0;0.0
46497;1946;"Multiple tumour types";"Liver";"Negative";1.0;"=";0.0;0.0
46498;1947;"Tumour- malignant";"Liver";"Negative";1.0;"=";0.0;0.0
46499;1947;"Tumour- benign";"Liver";"Negative";1.0;"=";0.0;0.0
46500;1947;"Multiple tumour types";"Multiple tumour sites";"Negative";1.0;"=";0.0;0.0
46531;5518;"Multiple tumour types";"Liver";"Negative";1.0;"=";0.0;0.0
46532;5518;"Multiple tumour types";"Lung";"Negative";1.0;"=";0.0;0.0
46533;5518;"Multiple tumour types";"Multiple tumour sites";"Negative";1.0;"=";0.0;0.0
46548;5176;"Cholangiocarcinoma";"Liver";"Negative";1.0;"=";0.0;0.0
46549;5176;"Adenoma- hepatocellular";"Liver";"Negative";1.0;"=";0.0;0.0
46550;5176;"Multiple tumour types";"Multiple tumour sites";"Negative";1.0;"=";0.0;0.0
46551;5177;"Cholangiocarcinoma";"Liver";"Negative";1.0;"=";0.0;0.0
46552;5177;"Adenoma- hepatocellular";"Liver";"Negative";1.0;"=";0.0;0.0
46553;5177;"Multiple tumour types";"Multiple tumour sites";"Negative";1.0;"=";0.0;0.0
46557;4935;"Carcinoma- hepatocellular";"Liver";"Not specified";1.0;"=";0.0;0.0
46558;4935;"Multiple tumour types";"Multiple tumour sites";"Not specified";1.0;"=";0.0;0.0
46667;4921;"Multiple tumour types";"Thyroid gland";"Not specified";1.0;"=";0.0;0.0
46851;5107;"Tumour- hepatocellular";"Liver";"Not specified";1.0;"=";0.0;0.0
46911;2724;"Multiple tumour types";"Nasal cavity- mucosa";"Negative";1.0;"=";0.0;0.0
46912;2728;"Multiple tumour types";"Liver";"Negative";1.0;"=";0.0;0.0
46913;2728;"Tumour- benign";"Multiple tumour sites";"Negative";1.0;"=";0.0;0.0
46914;2728;"Tumour- malignant";"Multiple tumour sites";"Negative";1.0;"=";0.0;0.0
46915;2728;"Multiple tumour types";"Multiple tumour sites";"Negative";1.0;"=";0.0;0.0
46916;2730;"Multiple tumour types";"Liver";"Negative";1.0;"=";0.0;0.0
46917;2730;"Multiple tumour types";"Liver";"Negative";1.0;"=";0.0;0.0
46918;2730;"Tumour- malignant";"Multiple tumour sites";"Negative";1.0;"=";0.0;0.0
46919;2730;"Tumour- benign";"Multiple tumour sites";"Negative";1.0;"=";0.0;0.0
46920;2725;"Multiple tumour types";"Nasal cavity- mucosa";"Negative";1.0;"=";0.0;0.0
46921;2729;"Multiple tumour types";"Liver";"Negative";1.0;"=";0.0;0.0
46922;2729;"Multiple tumour types";"Lung";"Negative";1.0;"=";0.0;0.0
46923;2729;"Tumour- benign";"Multiple tumour sites";"Negative";1.0;"=";0.0;0.0
46924;2729;"Tumour- malignant";"Multiple tumour sites";"Negative";1.0;"=";0.0;0.0
46925;2729;"Multiple tumour types";"Multiple tumour sites";"Negative";1.0;"=";0.0;0.0
46926;2731;"Multiple tumour types";"Lung";"Negative";1.0;"=";0.0;0.0
46927;2731;"Multiple tumour types";"Liver";"Negative";1.0;"=";0.0;0.0
46928;2731;"Multiple tumour types";"Liver";"Negative";1.0;"=";0.0;0.0
46929;2731;"Tumour- benign";"Multiple tumour sites";"Negative";1.0;"=";0.0;0.0
46930;2726;"Multiple tumour types";"Nasal cavity- mucosa";"Negative";1.0;"=";0.0;0.0
46931;2732;"Tumour- hepatocellular; benign";"Liver";"Negative";1.0;"=";0.0;0.0
46932;2732;"Sarcoma";"Liver";"Negative";1.0;"=";0.0;0.0
46933;2732;"Multiple tumour types";"Thyroid follicle";"Negative";1.0;"=";0.0;0.0
46934;2732;"Multiple tumour types";"Multiple tumour sites";"Negative";1.0;"=";0.0;0.0
46935;2732;"Tumour- benign";"Multiple tumour sites";"Negative";1.0;"=";0.0;0.0
46936;2732;"Tumour- malignant";"Multiple tumour sites";"Negative";1.0;"=";0.0;0.0
46937;2734;"Sarcoma";"Liver";"Negative";1.0;"=";0.0;0.0
46938;2734;"Tumour- hepatocellular; benign";"Liver";"Negative";1.0;"=";0.0;0.0
46939;2734;"Tumour- benign";"Multiple tumour sites";"Negative";1.0;"=";0.0;0.0
46940;2734;"Tumour- malignant";"Multiple tumour sites";"Negative";1.0;"=";0.0;0.0
46941;2734;"Multiple tumour types";"Multiple tumour sites";"Negative";1.0;"=";0.0;0.0
46942;2727;"Multiple tumour types";"Nasal cavity- mucosa";"Negative";1.0;"=";0.0;0.0
46943;2733;"Carcinoma- hepatocellular";"Liver";"Negative";1.0;"=";0.0;0.0
46944;2733;"Tumour- hepatocellular; benign";"Liver";"Negative";1.0;"=";0.0;0.0
46945;2733;"Tumour- malignant";"Multiple tumour sites";"Negative";1.0;"=";0.0;0.0
46952;4798;"Multiple tumour types";"Liver";"Negative";1.0;"=";0.0;0.0
46953;4799;"Adenoma- hepatocellular";"Liver";"Negative";1.0;"=";0.0;0.0
46954;4801;"Carcinoma- hepatocellular";"Liver";"Negative";1.0;"=";0.0;0.0
46964;6516;"Carcinoma- hepatocellular";"Liver";"Negative";1.0;"=";0.0;0.0
46965;6516;"Multiple tumour types";"Nasal cavity- mucosa";"Negative";1.0;"=";0.0;0.0
46972;4565;"Multiple tumour types";"Liver";"Negative";1.0;"=";0.0;0.0
46973;4566;"Multiple tumour types";"Liver";"Negative";1.0;"=";0.0;0.0
47110;3863;"Adenoma";"Lung";"Not specified";1.0;"=";0.0;0.0
47111;3863;"Multiple tumour types";"Liver";"Not specified";1.0;"=";0.0;0.0
47112;3865;"Multiple tumour types";"Liver";"Not specified";1.0;"=";0.0;0.0
47151;4543;"Multiple tumour types";"Lung";"Not specified";1.0;"=";0.0;0.0
47162;5004;"Tumour- alveolar";"Lung";"Not specified";1.0;"=";0.0;0.0
47163;5004;"Adenoma";"Liver";"Not specified";1.0;"=";0.0;0.0
47164;5004;"Adenocarcinoma";"Liver";"Not specified";1.0;"=";0.0;0.0
47165;5005;"Adenoma";"Liver";"Not specified";1.0;"=";0.0;0.0
47166;5005;"Adenocarcinoma- type A";"Mammary gland";"Not specified";1.0;"=";0.0;0.0
47167;5005;"Adenocarcinoma";"Liver";"Not specified";1.0;"=";0.0;0.0
47168;5005;"Tumour- alveolar";"Lung";"Not specified";1.0;"=";0.0;0.0
47169;5006;"Adenoma";"Liver";"Not specified";1.0;"=";0.0;0.0
47170;5006;"Adenocarcinoma";"Liver";"Not specified";1.0;"=";0.0;0.0
47171;5006;"Tumour- alveolar";"Lung";"Not specified";1.0;"=";0.0;0.0
47172;5007;"Adenoma";"Liver";"Not specified";1.0;"=";0.0;0.0
47173;5007;"Adenocarcinoma";"Liver";"Not specified";1.0;"=";0.0;0.0
47174;5007;"Tumour- alveolar";"Lung";"Not specified";1.0;"=";0.0;0.0
47185;5099;"Haemangioma";"Liver";"Negative";1.0;"=";0.0;0.0
47186;5100;"Tumour- hepatocellular";"Liver";"Negative";1.0;"=";0.0;0.0
47187;5100;"Adenoma- hepatocellular";"Liver";"Negative";1.0;"=";0.0;0.0
47188;5100;"Carcinoma- hepatocellular";"Liver";"Negative";1.0;"=";0.0;0.0
47189;5100;"Tumour- alveolar";"Lung";"Negative";1.0;"=";0.0;0.0
47190;5097;"Carcinoma- hepatocellular";"Liver";"Negative";1.0;"=";0.0;0.0
47191;5098;"Nodule- neoplastic";"Liver";"Negative";1.0;"=";0.0;0.0
47258;5238;"Adenoma- hepatocellular";"Liver";"Negative";1.0;"=";0.0;0.0
47259;5238;"Haemangioma";"Liver";"Negative";1.0;"=";0.0;0.0
47260;5238;"Carcinoma- alveolar";"Lung";"Negative";1.0;"=";0.0;0.0
47261;5239;"Adenoma- hepatocellular";"Liver";"Negative";1.0;"=";0.0;0.0
47262;5239;"Carcinoma- hepatocellular";"Liver";"Negative";1.0;"=";0.0;0.0
47263;5239;"Adenoma- alveolar";"Lung";"Negative";1.0;"=";0.0;0.0
47264;5239;"Carcinoma- alveolar";"Lung";"Negative";1.0;"=";0.0;0.0
47265;5239;"Haemangioma";"Liver";"Negative";1.0;"=";0.0;0.0
47266;5239;"Multiple tumour types";"Multiple tumour sites";"Negative";1.0;"=";0.0;0.0
47267;5236;"Carcinoma- hepatocellular";"Liver";"Negative";1.0;"=";0.0;0.0
47268;5236;"Fibroadenoma";"Mammary gland";"Negative";1.0;"=";0.0;0.0
47269;5236;"Multiple tumour types";"Multiple tumour sites";"Negative";1.0;"=";0.0;0.0
47270;5237;"Sarcoma- histiocytic";"Liver";"Negative";1.0;"=";0.0;0.0
47271;5237;"Multiple tumour types";"Multiple tumour sites";"Negative";1.0;"=";0.0;0.0
47278;4879;"Adenoma";"Liver";"Not specified";1.0;"=";0.0;0.0
47310;2336;"Neoplasm";"Forestomach";"Negative";1.0;"=";0.0;0.0
47311;2336;"Multiple tumour types";"Liver";"Not specified";1.0;"=";0.0;0.0
47312;6804;"Multiple tumour types";"Liver";"Not specified";1.0;"=";0.0;0.0
47444;4555;"Lymphoma";"Multiple tumour sites";"Negative";1.0;"=";0.0;0.0
47445;4555;"Hepatoma";"Liver";"Negative";1.0;"=";0.0;0.0
47446;4555;"Adenoma";"Lung";"Negative";1.0;"=";0.0;0.0
47447;4555;"Multiple tumour types";"Multiple tumour sites";"Negative";1.0;"=";0.0;0.0
47448;4556;"Adenoma";"Lung";"Negative";1.0;"=";0.0;0.0
47449;4556;"Hepatoma";"Liver";"Negative";1.0;"=";0.0;0.0
47450;4556;"Multiple tumour types";"Multiple tumour sites";"Negative";1.0;"=";0.0;0.0
47451;4557;"Hepatoma";"Liver";"Negative";1.0;"=";0.0;0.0
47452;4558;"Hepatoma";"Liver";"Negative";1.0;"=";0.0;0.0
47453;4558;"Multiple tumour types";"Multiple tumour sites";"Negative";1.0;"=";0.0;0.0
47460;4987;"Adenocarcinoma- type B";"Mammary gland";"Positive";1.0;"=";0.0;0.0
47461;4987;"Adenoma- follicular cell";"Thyroid gland";"Not specified";1.0;"=";0.0;0.0
47462;4988;"Adenocarcinoma";"Pituitary gland";"Not specified";1.0;"=";0.0;0.0
47463;4984;"Adenocarcinoma";"Pituitary gland";"Not specified";1.0;"=";0.0;0.0
47464;4984;"Tumour- follicular cell";"Thyroid gland";"Positive";1.0;"=";0.0;0.0
47560;5740;"Multiple tumour types";"Liver";"Negative";1.0;"=";0.0;0.0
47561;5741;"Nodule- neoplastic";"Liver";"Negative";1.0;"=";0.0;0.0
47562;5741;"Carcinoma- hepatocellular";"Liver";"Negative";1.0;"=";0.0;0.0
47563;5741;"Multiple tumour types";"Multiple tumour sites";"Negative";1.0;"=";0.0;0.0
47576;1873;"Adenoma";"Kidney";"Negative";1.0;"=";0.0;0.0
47577;1873;"Adenoma- hepatocellular";"Liver";"Negative";1.0;"=";0.0;0.0
47578;1873;"Carcinoma- hepatocellular";"Liver";"Negative";1.0;"=";0.0;0.0
47579;1873;"Adenoma";"Lung";"Negative";1.0;"=";0.0;0.0
47580;1874;"Adenoma- hepatocellular";"Liver";"Not specified";1.0;"=";0.0;0.0
47581;1874;"Carcinoma- hepatocellular";"Liver";"Not specified";1.0;"=";0.0;0.0
47582;1874;"Hepatoblastoma";"Liver";"Not specified";1.0;"=";0.0;0.0
47583;1874;"Adenoma";"Lung";"Not specified";1.0;"=";0.0;0.0
47690;4710;"Multiple tumour types";"Liver";"Negative";1.0;"=";0.0;0.0
47691;2754;"Carcinoma- hepatocellular";"Liver";"Not specified";1.0;"=";0.0;0.0
47692;2749;"Carcinoma- hepatocellular";"Liver";"Not specified";1.0;"=";0.0;0.0
47753;4131;"Adenoma- hepatocellular";"Liver";"Negative";1.0;"=";0.0;0.0
47754;4131;"Tumour- alveogenic";"Lung";"Negative";1.0;"=";0.0;0.0
47755;4131;"Tumour- malignant";"Multiple tumour sites";"Negative";1.0;"=";0.0;0.0
47756;4131;"Multiple tumour types";"Multiple tumour sites";"Negative";1.0;"=";0.0;0.0
47757;4132;"Tumour- alveogenic";"Lung";"Negative";1.0;"=";0.0;0.0
47758;4132;"Tumour- benign";"Multiple tumour sites";"Negative";1.0;"=";0.0;0.0
47759;4133;"Adenoma- hepatocellular";"Liver";"Negative";1.0;"=";0.0;0.0
47760;4133;"Multiple tumour types";"Multiple tumour sites";"Negative";1.0;"=";0.0;0.0
47761;4133;"Tumour- benign";"Multiple tumour sites";"Negative";1.0;"=";0.0;0.0
47762;4134;"Adenoma- hepatocellular";"Liver";"Negative";1.0;"=";0.0;0.0
47763;4134;"Tumour- benign";"Multiple tumour sites";"Negative";1.0;"=";0.0;0.0
47764;4134;"Multiple tumour types";"Multiple tumour sites";"Negative";1.0;"=";0.0;0.0
47771;3442;"Tumour- hepatocellular";"Liver";"Not specified";1.0;"=";0.0;0.0
47801;3319;"Multiple tumour types";"Colon";"Not specified";1.0;"=";0.0;0.0
47820;3709;"Carcinoma- squamous cell";"Skin";"Negative";1.0;"=";0.0;0.0
47821;3709;"Multiple tumour types";"Skin";"Negative";1.0;"=";0.0;0.0
47822;3709;"Carcinoma- squamous cell; in situ";"Skin";"Negative";1.0;"=";0.0;0.0
47827;3683;"Carcinoma- hepatocellular";"Liver";"Negative";1.0;"=";0.0;0.0
47828;3683;"Adenoma- hepatocellular";"Liver";"Negative";1.0;"=";0.0;0.0
47829;3684;"Tumour- lymphoid";"Multiple tumour sites";"Negative";1.0;"=";0.0;0.0
47830;3684;"Tumour- alveogenic";"Lung";"Negative";1.0;"=";0.0;0.0
47831;3684;"Tumour- malignant";"Multiple tumour sites";"Negative";1.0;"=";0.0;0.0
47832;3685;"Adenoma- chromophobe";"Pituitary gland";"Negative";1.0;"=";0.0;0.0
47833;3686;"Adenoma- chromophobe";"Pituitary gland";"Negative";1.0;"=";0.0;0.0
47834;3686;"Tumour- malignant";"Multiple tumour sites";"Negative";1.0;"=";0.0;0.0
47835;4559;"Tumour- alveolar/bronchiolar";"Lung";"Negative";1.0;"=";0.0;0.0
47836;4559;"Carcinoma- undifferentiated";"Lung";"Negative";1.0;"=";0.0;0.0
47837;4559;"Multiple tumour types";"Liver";"Negative";1.0;"=";0.0;0.0
47838;4560;"Multiple tumour types";"Liver";"Negative";1.0;"=";0.0;0.0
47839;4560;"Tumour- alveolar/bronchiolar";"Lung";"Negative";1.0;"=";0.0;0.0
47916;5788;"Multiple tumour types";"Forestomach";"Not specified";1.0;"=";0.0;0.0
47925;3322;"Adenoma";"Lung";"Negative";1.0;"=";0.0;0.0
47926;3322;"Nodule- neoplastic";"Liver";"Negative";1.0;"=";0.0;0.0
47927;3324;"Tumour- benign";"Uterus";"Not specified";1.0;"=";0.0;0.0
47928;3324;"Tumour- hepatocellular";"Liver";"Not specified";1.0;"=";0.0;0.0
47929;3324;"Multiple tumour types";"Multiple tumour sites";"Not specified";1.0;"=";0.0;0.0
47930;3325;"Tumour- hepatocellular";"Liver";"Not specified";1.0;"=";0.0;0.0
47931;3325;"Multiple tumour types";"Multiple tumour sites";"Not specified";1.0;"=";0.0;0.0
47941;5178;"Multiple tumour types";"Renal pelvis";"Not specified";1.0;"=";0.0;0.0
47942;5178;"Multiple tumour types";"Liver";"Not specified";1.0;"=";0.0;0.0
47943;5178;"Multiple tumour types";"Urinary bladder";"Not specified";1.0;"=";0.0;0.0
48020;2736;"Multiple tumour types";"Forestomach";"Negative";1.0;"=";0.0;0.0
48021;2736;"Multiple tumour types";"Liver";"Negative";1.0;"=";0.0;0.0
48022;2737;"Multiple tumour types";"Forestomach";"Not specified";1.0;"=";0.0;0.0
48023;2737;"Multiple tumour types";"Liver";"Not specified";1.0;"=";0.0;0.0
48024;2738;"Carcinoma- squamous cell";"Forestomach";"Not specified";1.0;"=";0.0;0.0
48025;2738;"Multiple tumour types";"Liver";"Not specified";1.0;"=";0.0;0.0
48026;2739;"Multiple tumour types";"Liver";"Not specified";1.0;"=";0.0;0.0
48085;7030;"Carcinoma- hepatocellular";"Liver";"Negative";1.0;"=";0.0;0.0
48086;7030;"Multiple tumour types";"Multiple tumour sites";"Negative";1.0;"=";0.0;0.0
48087;7031;"Carcinoma- hepatocellular";"Liver";"Negative";1.0;"=";0.0;0.0
48088;7032;"Carcinoma- hepatocellular";"Liver";"Negative";1.0;"=";0.0;0.0
48089;7032;"Carcinoma";"Mammary gland";"Negative";1.0;"=";0.0;0.0
48090;7032;"Fibroadenoma";"Mammary gland";"Negative";1.0;"=";0.0;0.0
48091;7032;"Multiple tumour types";"Mammary gland";"Negative";1.0;"=";0.0;0.0
48092;7032;"Multiple tumour types";"Multiple tumour sites";"Negative";1.0;"=";0.0;0.0
48093;7033;"Pheochromocytoma";"Adrenal medulla";"Negative";1.0;"=";0.0;0.0
48094;7033;"Carcinoma- hepatocellular";"Liver";"Not specified";1.0;"=";0.0;0.0
48095;7033;"Multiple tumour types";"Multiple tumour sites";"Negative";1.0;"=";0.0;0.0
48096;7387;"Carcinoma- hepatocellular";"Liver";"Not specified";1.0;"=";0.0;0.0
48097;7387;"Adenoma- hepatocellular";"Liver";"Not specified";1.0;"=";0.0;0.0
48100;4628;"Multiple tumour types";"Forestomach";"Not specified";1.0;"=";0.0;0.0
48147;4052;"Multiple tumour types";"Lung";"Negative";1.0;"=";0.0;0.0
48148;4052;"Multiple tumour types";"Multiple tumour sites";"Negative";1.0;"=";0.0;0.0
48149;4053;"Adenoma- hepatocellular";"Liver";"Negative";1.0;"=";0.0;0.0
48150;4053;"Multiple tumour types";"Lung";"Negative";1.0;"=";0.0;0.0
48151;4053;"Multiple tumour types";"Multiple tumour sites";"Negative";1.0;"=";0.0;0.0
48196;2850;"Adenocarcinoma";"Lung";"Not specified";1.0;"=";0.0;0.0
48197;2850;"Tumour- benign";"Multiple tumour sites";"Not specified";1.0;"=";0.0;0.0
48198;2850;"Tumour- malignant";"Multiple tumour sites";"Not specified";1.0;"=";0.0;0.0
48199;2850;"Multiple tumour types";"Multiple tumour sites";"Not specified";1.0;"=";0.0;0.0
48200;2851;"Adenoma- hepatocellular";"Liver";"Not specified";1.0;"=";0.0;0.0
48201;2851;"Adenocarcinoma";"Lung";"Not specified";1.0;"=";0.0;0.0
48202;2851;"Adenoma";"Lung";"Not specified";1.0;"=";0.0;0.0
48203;2851;"Carcinoma- hepatocellular";"Liver";"Not specified";1.0;"=";0.0;0.0
48204;2851;"Multiple tumour types";"Multiple tumour sites";"Not specified";1.0;"=";0.0;0.0
48205;2851;"Tumour- benign";"Multiple tumour sites";"Not specified";1.0;"=";0.0;0.0
48206;2851;"Tumour- malignant";"Multiple tumour sites";"Not specified";1.0;"=";0.0;0.0
48207;2848;"Adenoma- Leydig cell";"Testis";"Not specified";1.0;"=";0.0;0.0
48208;2849;"Adenoma- Leydig cell";"Testis";"Not specified";1.0;"=";0.0;0.0
48209;2853;"Nodule- neoplastic";"Liver";"Not specified";1.0;"=";0.0;0.0
48210;2853;"Tumour- benign";"Multiple tumour sites";"Not specified";1.0;"=";0.0;0.0
48211;2853;"Multiple tumour types";"Multiple tumour sites";"Not specified";1.0;"=";0.0;0.0
48297;2334;"Adenoma";"Clitoral gland";"Not specified";1.0;"=";0.0;0.0
48298;2334;"Multiple tumour types";"Mammary gland";"Not specified";1.0;"=";0.0;0.0
48299;2334;"Adenoma- c cell";"Thyroid gland";"Not specified";1.0;"=";0.0;0.0
48300;2334;"Multiple tumour types";"Multiple tumour sites";"Not specified";1.0;"=";0.0;0.0
48301;2335;"Multiple tumour types";"Mammary gland";"Not specified";1.0;"=";0.0;0.0
48302;2335;"Carcinoma- hepatocellular";"Liver";"Not specified";1.0;"=";0.0;0.0
48303;2335;"Multiple tumour types";"Multiple tumour sites";"Not specified";1.0;"=";0.0;0.0
48304;2333;"Multiple tumour types";"Forestomach";"Not specified";1.0;"=";0.0;0.0
48311;4825;"Adenoma";"Lung";"Not specified";1.0;"=";0.0;0.0
48312;4825;"Multiple tumour types";"Liver";"Not specified";1.0;"=";0.0;0.0
48313;4826;"Hepatoma- malignant";"Liver";"Not specified";1.0;"=";0.0;0.0
48314;4826;"Hepatoma- benign";"Liver";"Not specified";1.0;"=";0.0;0.0
48315;4826;"Adenoma";"Lung";"Not specified";1.0;"=";0.0;0.0
48316;4820;"Carcinoma- alveolar";"Lung";"Negative";1.0;"=";0.0;0.0
48317;4820;"Leiomyoma";"Uterus";"Negative";1.0;"=";0.0;0.0
48318;4807;"Carcinoma- hepatocellular";"Liver";"Negative";1.0;"=";0.0;0.0
48319;4808;"Carcinoma- hepatocellular";"Liver";"Negative";1.0;"=";0.0;0.0
