"ChemID";"StudyID";"Species";"Strain";"Sex";"Exposure_Time";"Exposure_Unit";"Experiment_Time";"Experiment_Unit";"Route";"Notes"
"1505";6842;"Mouse";"C57L";"Female";89.0;"week(s)";89.0;"week(s)";"Gavage";""
"1505";6843;"Mouse";"C57L/He x 129/Rr x C3HeB/De x SWR/Ly";"Female";69.0;"week(s)";69.0;"week(s)";"Gavage";""
"1505";6844;"Mouse";"C57L/He x 129/Rr x C3HeB/De x SWR/Ly";"Female";69.0;"week(s)";82.0;"week(s)";"Gavage";""
"1506";6845;"Mouse";"CFLP";"Female";78.0;"week(s)";78.0;"week(s)";"Diet";"Results for only a small number of tissues were reported. The test substance consisted of norethynodrel and mestranol (25:1)"
"1506";6846;"Mouse";"CFLP";"Male";78.0;"week(s)";78.0;"week(s)";"Diet";"Results for only a small number of tissues were reported. The test substance consisted of norethynodrel and mestranol (25:1)"
"1506";6847;"Mouse";"Swiss Webster";"Female";65.0;"week(s)";80.0;"week(s)";"Gavage";"Results for only a small number of tissues were reported. The test substance consisted of norethynodrel and mestranol (25:1)"
"1506";6848;"Mouse";"CFLP";"Female";78.0;"week(s)";78.0;"week(s)";"Diet";"Results for only a small number of tissues were reported. The test substance consisted of norethynodrel and mestranol (66:1)"
"1506";6849;"Mouse";"CFLP";"Male";78.0;"week(s)";78.0;"week(s)";"Diet";"Results for only a small number of tissues were reported. The test substance consisted of norethynodrel and mestranol (66:1)"
"1506";6850;"Mouse";"RIII (MTV+)";"Female";104.0;"week(s)";104.0;"week(s)";"Diet";"Only mammary glands were examined. The strain displays high background mammary tumour incidence. Results for only a small number of tissues were reported. The test substance consisted of norethynodrel and mestranol (66:1)"
"1506";6851;"Mouse";"BALB/c";"Female";86.0;"week(s)";86.0;"week(s)";"Diet";"Results for only a small number of tissues were reported. The test substance consisted of norethynodrel and mestranol (66:1)"
"1506";6852;"Mouse";"A/He";"Female";104.0;"week(s)";104.0;"week(s)";"Diet";"The test substance consisted of norethynodrel and mestranol (66:1)"
"1506";6853;"Mouse";"BALB/cHe";"Female";104.0;"week(s)";104.0;"week(s)";"Diet";"The test substance consisted of norethynodrel and mestranol (66:1)"
"1506";6854;"Mouse";"C57BL/He";"Female";104.0;"week(s)";104.0;"week(s)";"Diet";"The test substance consisted of norethynodrel and mestranol (66:1)"
"1506";6855;"Mouse";"C3HfB";"Female";104.0;"week(s)";104.0;"week(s)";"Diet";"The test substance consisted of norethynodrel and mestranol (66:1)"
"1506";6856;"Mouse";"A/He";"Female";104.0;"week(s)";104.0;"week(s)";"Diet";"The test substance consisted of norethynodrel and mestranol (66:1)"
"1506";6857;"Mouse";"BALB/cHe";"Female";104.0;"week(s)";104.0;"week(s)";"Diet";"The test substance consisted of norethynodrel and mestranol (66:1)"
"1506";6858;"Mouse";"C57BL/He";"Female";104.0;"week(s)";104.0;"week(s)";"Diet";"The test substance consisted of norethynodrel and mestranol (66:1)"
"1506";6859;"Mouse";"C3HfB";"Female";104.0;"week(s)";104.0;"week(s)";"Diet";"The test substance consisted of norethynodrel and mestranol (66:1)"
"1506";6860;"Mouse";"A/He";"Female";104.0;"week(s)";104.0;"week(s)";"Diet";"The test substance consisted of norethynodrel and mestranol (66:1)"
"1506";6861;"Mouse";"BALB/cHe";"Female";104.0;"week(s)";104.0;"week(s)";"Diet";"The test substance consisted of norethynodrel and mestranol (66:1)"
"1506";6862;"Mouse";"C57BL/He";"Female";104.0;"week(s)";104.0;"week(s)";"Diet";"The test substance consisted of norethynodrel and mestranol (66:1)"
"1506";6863;"Mouse";"C3HfB";"Female";104.0;"week(s)";104.0;"week(s)";"Diet";"The test substance consisted of norethynodrel and mestranol (66:1)"
"1506";6864;"Mouse";"C3H/He (MTV+)";"Female";104.0;"week(s)";104.0;"week(s)";"Diet";"The test substance consisted of norethynodrel and mestranol (66:1)"
"1506";6865;"Mouse";"C57L";"Female";89.0;"week(s)";89.0;"week(s)";"Gavage";"The test substance consisted of norethynodrel and mestranol (66:1)"
"1506";6866;"Mouse";"C57L/He x 129/Rr x C3HeB/De x SWR/Ly";"Female";69.0;"week(s)";69.0;"week(s)";"Gavage";"The test substance consisted of norethynodrel and mestranol (66:1)"
"1506";6867;"Mouse";"C57L/He x 129/Rr x C3HeB/De x SWR/Ly";"Female";69.0;"week(s)";82.0;"week(s)";"Gavage";"The test substance consisted of norethynodrel and mestranol (66:1)"
"1495";6872;"Mouse";"B6AKF1";"Female";76.0;"week(s)";76.0;"week(s)";"Gavage then diet";"Exposure began pre-weaning. Irregular dosing schedules were used"
"1495";6873;"Mouse";"B6AKF1";"Male";76.0;"week(s)";76.0;"week(s)";"Gavage then diet";"Exposure began pre-weaning. Irregular dosing schedules were used"
"1495";6874;"Mouse";"B6C3F1";"Female";76.0;"week(s)";76.0;"week(s)";"Gavage then diet";"Exposure began pre-weaning. Irregular dosing schedules were used"
"1495";6875;"Mouse";"B6C3F1";"Male";76.0;"week(s)";76.0;"week(s)";"Gavage then diet";"Exposure began pre-weaning. Irregular dosing schedules were used"
"1508";6877;"Mouse";"(C3H x RIII)F1 (MTV+)";"Female";104.0;"week(s)";104.0;"week(s)";"Diet";"Only mammary glands were examined. The strain displays high background mammary tumour incidence. Results for only a small number of tissues were reported"
"1508";6878;"Mouse";"(C3H x RIII)F1 (MTV+)";"Male";104.0;"week(s)";104.0;"week(s)";"Diet";"Results for only a small number of tissues were reported"
"1509";6887;"Mouse";"C3H (MTV+)";"Female";104.0;"week(s)";104.0;"week(s)";"Diet";"Only mammary glands were examined. The strain displays high background mammary tumour incidence. Results for only a small number of tissues were reported"
"1509";6888;"Mouse";"(C3H x RIII)F1 (MTV+)";"Female";104.0;"week(s)";104.0;"week(s)";"Diet";"Only mammary glands were examined. The strain displays high background mammary tumour incidence. Results for only a small number of tissues were reported"
"1509";6889;"Mouse";"RIII (MTV+)";"Female";104.0;"week(s)";104.0;"week(s)";"Diet";"Only mammary glands were examined. The strain displays high background mammary tumour incidence. Results for only a small number of tissues were reported"
"1509";6890;"Mouse";"(C3H x RIII)F1 (MTV+)";"Male";104.0;"week(s)";104.0;"week(s)";"Diet";"Results for only a small number of tissues were reported"
"1510";6891;"Rat";"Wistar";"Female";105.0;"week(s)";105.0;"week(s)";"Diet";""
"1510";6892;"Rat";"Wistar";"Male";105.0;"week(s)";105.0;"week(s)";"Diet";""
"1517";6922;"Rat";"Fischer 344";"Male";74.0;"week(s)";74.0;"week(s)";"Diet";""
"1526";6937;"Mouse";"Swiss Webster";"Female";92.0;"week(s)";92.0;"week(s)";"Diet";"Results for only a small number of tissues were reported"
"1526";6938;"Mouse";"Swiss Webster";"Male";86.0;"week(s)";86.0;"week(s)";"Diet";"Results for only a small number of tissues were reported"
"1537";6986;"Rat";"Wistar";"Male";55.0;"week(s)";55.0;"week(s)";"Diet";""
"1553";7030;"Mouse";"CD1";"Female";104.0;"week(s)";104.0;"week(s)";"Diet";""
"1553";7031;"Mouse";"CD1";"Male";104.0;"week(s)";104.0;"week(s)";"Diet";""
"1553";7032;"Rat";"Sprague-Dawley";"Female";104.0;"week(s)";104.0;"week(s)";"Diet";""
"1553";7033;"Rat";"Sprague-Dawley";"Male";104.0;"week(s)";104.0;"week(s)";"Diet";""
"1545";7037;"Rat";"Osborne-Mendel";"Male";80.0;"week(s)";115.0;"week(s)";"Diet";"Irregular dosing schedules were used"
"1545";7038;"Mouse";"B6C3F1";"Female";80.0;"week(s)";92.0;"week(s)";"Diet";""
"1545";7039;"Mouse";"B6C3F1";"Male";80.0;"week(s)";92.0;"week(s)";"Diet";""
"1545";7040;"Rat";"Osborne-Mendel";"Female";80.0;"week(s)";115.0;"week(s)";"Diet";""
"1548";7048;"Mouse";"B6AKF1";"Female";76.0;"week(s)";76.0;"week(s)";"Gavage then diet";"Exposure began pre-weaning. Irregular dosing schedules were used"
"1548";7049;"Mouse";"B6AKF1";"Male";76.0;"week(s)";76.0;"week(s)";"Gavage then diet";"Exposure began pre-weaning. Irregular dosing schedules were used"
"1548";7050;"Mouse";"B6C3F1";"Female";76.0;"week(s)";76.0;"week(s)";"Gavage then diet";"Exposure began pre-weaning. Irregular dosing schedules were used"
"1548";7051;"Mouse";"B6C3F1";"Male";76.0;"week(s)";76.0;"week(s)";"Gavage then diet";"Exposure began pre-weaning. Irregular dosing schedules were used"
"1581";7161;"Rat";"Sprague-Dawley";"Female";52.0;"week(s)";52.0;"week(s)";"Gavage";"Results for only a small number of tissues were reported"
"1581";7162;"Rat";"Sprague-Dawley";"Female";52.0;"week(s)";65.0;"week(s)";"Gavage";"Results for only a small number of tissues were reported"
"1581";7163;"Rat";"Sprague-Dawley";"Female";52.0;"week(s)";52.0;"week(s)";"Gavage";"Results for only a small number of tissues were reported"
"1581";7164;"Rat";"Sprague-Dawley";"Female";52.0;"week(s)";65.0;"week(s)";"Gavage";"Results for only a small number of tissues were reported"
"1581";7165;"Rat";"Sprague-Dawley";"Female";52.0;"week(s)";52.0;"week(s)";"Gavage";"Results for only a small number of tissues were reported"
"1581";7166;"Rat";"Sprague-Dawley";"Female";52.0;"week(s)";65.0;"week(s)";"Gavage";"Results for only a small number of tissues were reported"
"1581";7167;"Rat";"Sprague-Dawley";"Female";52.0;"week(s)";52.0;"week(s)";"Gavage";""
"1581";7168;"Rat";"Sprague-Dawley";"Female";52.0;"week(s)";65.0;"week(s)";"Gavage";""
"1581";7169;"Rat";"Sprague-Dawley";"Female";104.0;"week(s)";104.0;"week(s)";"Diet";""
"1581";7170;"Rat";"Sprague-Dawley";"Male";104.0;"week(s)";104.0;"week(s)";"Diet";""
"1606";7298;"Mouse";"CD-1 HaM/ICR";"Male";73.0;"week(s)";94.0;"week(s)";"Diet";"Exposure and experiment times are mean values across all dose groups"
"1606";7299;"Mouse";"CD-1 HaM/ICR";"Female";77.0;"week(s)";94.0;"week(s)";"Diet";""
"1606";7300;"Rat";"Sprague-Dawley";"Male";77.0;"week(s)";94.0;"week(s)";"Diet";""
"1614";7310;"Rat";"Sprague-Dawley";"Female";104.0;"week(s)";104.0;"week(s)";"Intraperitoneal";""
"1614";7311;"Rat";"Sprague-Dawley";"Male";104.0;"week(s)";104.0;"week(s)";"Intraperitoneal";""
"1634";7386;"Rat";"Sprague-Dawley";"Female";104.0;"week(s)";104.0;"week(s)";"Gavage";""
"1634";7387;"Rat";"Sprague-Dawley";"Male";104.0;"week(s)";104.0;"week(s)";"Gavage";""
"1648";7463;"Mouse";"B6C3F1";"Female";104.0;"week(s)";106.0;"week(s)";"Diet";"Irregular dosing schedules were used"
"1648";7464;"Mouse";"B6C3F1";"Male";104.0;"week(s)";106.0;"week(s)";"Diet";"Irregular dosing schedules were used"
"1648";7465;"Rat";"Fischer 344";"Female";78.0;"week(s)";105.0;"week(s)";"Diet";"Irregular dosing schedules were used"
"1648";7466;"Rat";"Fischer 344";"Male";78.0;"week(s)";104.0;"week(s)";"Diet";"Irregular dosing schedules were used"
"1686";7622;"Mouse";"ICR";"Female";25.0;"week(s)";78.0;"week(s)";"Gavage";""
"1692";7623;"Mouse";"CD1";"Male";83.0;"week(s)";83.0;"week(s)";"Gavage";"Results for only a small number of tissues were reported"
"1709";7724;"Mouse";"B6C3F1";"Female";103.0;"week(s)";105.0;"week(s)";"Drinking water";""
"1709";7725;"Mouse";"B6C3F1";"Male";103.0;"week(s)";105.0;"week(s)";"Drinking water";""
"1709";7726;"Rat";"Fischer 344";"Female";103.0;"week(s)";104.0;"week(s)";"Drinking water";""
"1709";7727;"Rat";"Fischer 344";"Male";103.0;"week(s)";104.0;"week(s)";"Drinking water";""
